,osmid,label
4888,10734087728,0.0
4889,8347700153,0.0
4890,2684986126,2.0
4891,5769808268,2.0
4892,5769758278,2.0
4893,5769808318,2.0
4894,2684986132,2.0
4895,5764930222,3.0
4896,5764930208,3.0
4897,5765004382,3.0
4898,5765004378,3.0
4899,5765004377,3.0
4900,366450062,3.0
4901,2276924417,3.0
4902,5767087734,3.0
4903,5767087735,3.0
4904,8345231303,3.0
4905,5742997060,3.0
4906,10841613758,3.0
4907,5742997061,3.0
4908,5742807700,3.0
4909,5742997053,3.0
4910,5780874194,1.0
4911,5780892582,1.0
4912,5780892581,1.0
4913,8814373305,3.0
4914,4851795645,3.0
4915,2214284266,0.0
4916,2214286504,0.0
4917,2214286117,0.0
4918,2214284262,0.0
4919,2214284265,0.0
4920,366425644,0.0
4921,9726580407,0.0
4922,8364978464,0.0
4923,8364978457,0.0
4924,9726580405,0.0
4925,8348725068,2.0
4926,366369360,2.0
4927,8348736066,2.0
4928,5755257711,2.0
4929,5755257710,2.0
4930,7766358119,2.0
4931,8347603859,2.0
4932,5740726016,2.0
4933,8347615869,2.0
4934,5748308676,2.0
4935,2941360738,3.0
4936,2941360741,3.0
4937,11434875357,3.0
4938,8344662091,3.0
4939,2941360747,3.0
4940,5750450974,2.0
4941,5750450953,2.0
4942,5750450954,2.0
4943,7761773886,2.0
4944,366451333,2.0
4945,5780554900,3.0
4946,5781129680,3.0
4947,5780749872,3.0
4948,5780554919,3.0
4949,5780757915,3.0
4950,5772046868,2.0
4951,8356360951,2.0
4952,5772047042,2.0
4953,5772047049,2.0
4954,5771979165,2.0
4955,2685435409,2.0
4956,8356577179,0.0
4957,8356577177,0.0
4958,6649938847,2.0
4959,6649938846,2.0
4960,5748339211,2.0
4961,5748339207,2.0
4962,5748339205,2.0
4963,5748339540,2.0
4964,5748339542,2.0
4965,5750709027,0.0
4966,5750709015,0.0
4967,5750709031,0.0
4968,5750709035,0.0
4969,5750709037,0.0
4970,5748360151,1.0
4971,366382141,1.0
4972,5748253867,1.0
4973,5748253870,1.0
4974,8344898136,1.0
4975,7758221330,2.0
4976,7758221331,2.0
4977,5750499884,2.0
4978,5750499885,2.0
4979,5750499890,2.0
4980,2684986466,2.0
4981,5769606221,2.0
4982,5769606224,2.0
4983,3283298477,2.0
4984,2684986352,2.0
4985,2485878529,0.0
4986,2485878546,0.0
4987,2485881969,0.0
4988,2485878548,1.0
4989,2485878525,0.0
4990,5752795475,0.0
4991,2684989162,0.0
4992,2684989156,0.0
4993,2684989148,0.0
4994,2684989160,0.0
4995,5733078296,3.0
4996,8366686470,3.0
4997,5733078613,3.0
4998,5738170561,3.0
4999,5733078564,3.0
5000,5764886755,3.0
5001,5764886677,3.0
5002,5764886763,3.0
5003,3632311951,3.0
5004,3632311946,3.0
5005,2937562954,0.0
5006,2937562952,1.0
5007,2937562955,1.0
5008,5750468909,2.0
5009,3232854936,2.0
5010,5780747173,3.0
5011,5780812764,3.0
5012,11420327955,3.0
5013,5038653715,3.0
5014,7741442947,2.0
5015,5802711092,3.0
5016,5802711091,3.0
5017,9787378784,3.0
5018,9787378783,3.0
5019,5802711138,3.0
5020,8359724211,3.0
5021,8708420076,3.0
5022,5780749940,3.0
5023,2500297229,3.0
5024,5780749935,3.0
5025,6538988598,1.0
5026,6538988602,1.0
5027,11486860651,1.0
5028,8365995616,1.0
5029,7784453722,1.0
5030,7773428996,3.0
5031,8348415265,3.0
5032,8348415250,3.0
5033,5870005604,3.0
5034,8359643446,3.0
5035,7761792170,1.0
5036,7761722458,1.0
5037,7761792175,1.0
5038,7784517360,1.0
5039,7761792167,1.0
5040,6643568424,3.0
5041,2228558930,3.0
5042,8345768072,3.0
5043,8345768073,3.0
5044,2210695716,3.0
5045,7788258117,0.0
5046,7787946716,0.0
5047,7787946714,0.0
5048,7787946718,0.0
5049,7787946717,0.0
5050,5780677575,2.0
5051,5780677714,2.0
5052,5780677314,2.0
5053,5780677738,2.0
5054,5780677344,2.0
5055,8348405257,0.0
5056,8348395799,0.0
5057,6649682026,0.0
5058,7788171761,0.0
5059,366438882,0.0
5060,366370987,1.0
5061,8348643121,1.0
5062,5780874251,1.0
5063,5780874248,1.0
5064,366440058,1.0
5065,8359738243,3.0
5066,2216910407,3.0
5067,7782276530,2.0
5068,4815676623,3.0
5069,2228512353,3.0
5070,8348174385,1.0
5071,8348650191,1.0
5072,8348650210,1.0
5073,7784514929,1.0
5074,7761722456,1.0
5075,5755169545,2.0
5076,7782324089,2.0
5077,5753059177,2.0
5078,5753059175,2.0
5079,8348069317,2.0
5080,5752976378,2.0
5081,5752976372,2.0
5082,5752976401,2.0
5083,5752975379,2.0
5084,5752975378,2.0
5085,366464917,2.0
5086,7773405973,2.0
5087,7773405972,2.0
5088,5767624861,2.0
5089,8356440416,2.0
5090,8347488284,3.0
5091,8347543818,3.0
5092,8347543819,3.0
5093,8347488286,3.0
5094,8347488287,3.0
5095,5811542428,3.0
5096,7741582603,3.0
5097,5811542461,3.0
5098,5811542462,3.0
5099,5811542460,3.0
5100,2685436473,0.0
5101,2685436510,0.0
5102,8345185027,0.0
5103,5752816437,0.0
5104,2685436519,0.0
5105,5733377627,0.0
5106,2495948106,0.0
5107,2495948105,0.0
5108,2495948109,0.0
5109,2495944695,0.0
5110,5767393988,3.0
5111,5767393984,3.0
5112,366422478,3.0
5113,7773864680,3.0
5114,5767393987,3.0
5115,8361036885,0.0
5116,2685435720,0.0
5117,2685435737,0.0
5118,2685435672,0.0
5119,2685435851,0.0
5120,5769461122,0.0
5121,5769461070,0.0
5122,5769461125,0.0
5123,366469176,0.0
5124,5767164502,0.0
5125,2697696522,1.0
5126,5765331951,1.0
5127,11434994345,1.0
5128,2684988602,1.0
5129,5765331954,1.0
5130,5038427381,0.0
5131,8366022159,0.0
5132,5811673573,0.0
5133,5811673572,0.0
5134,8366022168,0.0
5135,8359772769,3.0
5136,5811336473,3.0
5137,5811328043,3.0
5138,5811328039,3.0
5139,5805849275,3.0
5140,5786619157,2.0
5141,5785761538,2.0
5142,5785761542,2.0
5143,5785761537,2.0
5144,5781047047,2.0
5145,11491128525,0.0
5146,5764981767,0.0
5147,5767169790,0.0
5148,5767169794,0.0
5149,5764981789,0.0
5150,5001123757,0.0
5151,2256623854,0.0
5152,6639572824,0.0
5153,2256623865,0.0
5154,2256623932,0.0
5155,5750709074,1.0
5156,5750709076,1.0
5157,5750709077,1.0
5158,5750709082,1.0
5159,4876173907,1.0
5160,2685997990,0.0
5161,2426413306,0.0
5162,5740320462,0.0
5163,5740320460,0.0
5164,1606817673,2.0
5165,5753114881,0.0
5166,2783206542,0.0
5167,8345285831,0.0
5168,8345285830,0.0
5169,5750709010,0.0
5170,5805868919,0.0
5171,8371354042,3.0
5172,6657414574,0.0
5173,5811626254,2.0
5174,5811625147,0.0
5175,7804455903,0.0
5176,9700067586,0.0
5177,8814147101,0.0
5178,8814147102,0.0
5179,9700067587,0.0
5180,366468226,1.0
5181,8371908707,1.0
5182,8371908706,1.0
5183,8359972834,1.0
5184,8359972835,1.0
5185,8359643509,3.0
5186,8816093665,0.0
5187,8359646839,3.0
5188,8359646834,3.0
5189,8816093659,3.0
5190,11462134953,0.0
5191,5755264777,0.0
5192,5755337763,0.0
5193,5755264778,0.0
5194,2684989128,0.0
5195,8371397969,2.0
5196,8347518971,2.0
5197,8347518963,2.0
5198,5038652566,2.0
5199,8347518962,2.0
5200,5767266902,1.0
5201,5767266900,1.0
5202,366398440,1.0
5203,5767267010,1.0
5204,5767266998,1.0
5205,5753059926,2.0
5206,11443130341,2.0
5207,8348028545,2.0
5208,5753059205,2.0
5209,5753059218,2.0
5210,5737969567,2.0
5211,4865522313,2.0
5212,4865522307,2.0
5213,5737971260,2.0
5214,8345221886,2.0
5215,4466981421,0.0
5216,1756260807,0.0
5217,5964304777,0.0
5218,6496185034,0.0
5219,2350409355,0.0
5220,9476330803,0.0
5221,5755714084,0.0
5222,9476342521,0.0
5223,9476342520,0.0
5224,9476330813,0.0
5225,5755039717,0.0
5226,2496935173,0.0
5227,5755264764,2.0
5228,5755264767,0.0
5229,5755264765,0.0
5230,5780749851,1.0
5231,8371953183,1.0
5232,5780749856,1.0
5233,5780749852,1.0
5234,5780749846,2.0
5235,8359646873,3.0
5236,2684988013,3.0
5237,7773489235,3.0
5238,7773489241,3.0
5239,8359646886,3.0
5240,2209498744,0.0
5241,5755029181,0.0
5242,5755029175,0.0
5243,2350505761,0.0
5244,5755029182,0.0
5245,4952377213,0.0
5246,8360013861,0.0
5247,8360013865,0.0
5248,11070854768,0.0
5249,11070854769,0.0
5250,11956789903,3.0
5251,12084556780,3.0
5252,11956789905,3.0
5253,6660359916,3.0
5254,11540134042,3.0
5255,7803234959,0.0
5256,7803234960,0.0
5257,7803234961,1.0
5258,7803234963,0.0
5259,7803234967,0.0
5260,6848079287,0.0
5261,9052573075,0.0
5262,9052573076,0.0
5263,5738550079,0.0
5264,11761493818,0.0
5265,1276983195,0.0
5266,1276983118,0.0
5267,1276983128,0.0
5268,1276983200,0.0
5269,1276983100,0.0
5270,5733201294,0.0
5271,5733201295,0.0
5272,5733201297,0.0
5273,5733201298,0.0
5274,5733201296,0.0
5275,7781402892,0.0
5276,7781402891,0.0
5277,5769586906,0.0
5278,5769586907,0.0
5279,3116773933,0.0
5280,366426086,0.0
5281,3727355788,0.0
5282,3727355786,0.0
5283,5750511739,0.0
5284,11442997137,0.0
5285,11542424245,0.0
5286,7803277022,0.0
5287,7803277016,0.0
5288,7803277004,0.0
5289,7770918893,0.0
5290,1834410182,0.0
5291,5733384803,0.0
5292,1834410150,0.0
5293,1834410189,0.0
5294,1834410199,0.0
5295,1605338342,0.0
5296,1605338356,0.0
5297,1605338289,0.0
5298,8356496222,0.0
5299,7793685257,0.0
5300,4945688722,0.0
5301,4945688731,0.0
5302,5731653442,0.0
5303,5731653443,0.0
5304,4945688600,0.0
5305,3216188770,3.0
5306,12073102525,3.0
5307,12073102522,3.0
5308,8385887690,3.0
5309,9584890423,3.0
5310,7802361047,0.0
5311,7792831511,0.0
5312,5889572023,0.0
5313,6778337683,0.0
5314,7792913467,0.0
5315,5740633098,2.0
5316,3727363039,2.0
5317,3727363041,2.0
5318,8359661709,2.0
5319,2493362985,2.0
5320,5738267241,3.0
5321,5738267226,3.0
5322,5738267227,3.0
5323,1835411071,3.0
5324,5738265715,3.0
5325,6754371052,3.0
5326,676036667,0.0
5327,6754398776,3.0
5328,366384168,3.0
5329,6754398772,3.0
5330,366386699,0.0
5331,8816703796,2.0
5332,7784482528,0.0
5333,7784482526,0.0
5334,366402545,0.0
5335,1275842558,0.0
5336,5735480573,0.0
5337,1277146589,0.0
5338,2038584715,0.0
5339,3235930950,0.0
5340,5737796979,2.0
5341,5737796644,2.0
5342,7803337113,2.0
5343,7803337114,2.0
5344,5737796654,2.0
5345,5738455786,0.0
5346,8366731778,0.0
5347,8366702039,0.0
5348,1271148369,0.0
5349,366398129,0.0
5350,5769305487,2.0
5351,5769305482,3.0
5352,8356832424,2.0
5353,8356832429,2.0
5354,8366914951,3.0
5355,8371859294,3.0
5356,8371859295,3.0
5357,5757727775,3.0
5358,5757727777,3.0
5359,5757800641,3.0
5360,10198715132,3.0
5361,5116957298,3.0
5362,10198698477,3.0
5363,8588840593,3.0
5364,5740625542,3.0
5365,5769311926,3.0
5366,5769335804,2.0
5367,5769335807,2.0
5368,5769340788,2.0
5369,5769336090,3.0
5370,366377802,1.0
5371,366399920,0.0
5372,366451417,0.0
5373,2333152593,0.0
5374,366401638,1.0
5375,5753359976,3.0
5376,5753222726,3.0
5377,5753222727,3.0
5378,3117088681,2.0
5379,12073338479,3.0
5380,2666554823,3.0
5381,5737891631,3.0
5382,5737891632,3.0
5383,2666554825,3.0
5384,2666554800,3.0
5385,3110867151,2.0
5386,3110867143,2.0
5387,3110867168,2.0
5388,3110867156,2.0
5389,3110867167,3.0
5390,2496976455,1.0
5391,5762929501,1.0
5392,3541813829,1.0
5393,10292922778,1.0
5394,8814718000,1.0
5395,5757826370,0.0
5396,5757826390,0.0
5397,5757826372,0.0
5398,5757826369,0.0
5399,5757826389,0.0
5400,7940765390,1.0
5401,7940765389,1.0
5402,7940765388,1.0
5403,7940765391,1.0
5404,9533834153,1.0
5405,5740773425,0.0
5406,5740773256,0.0
5407,5740773251,0.0
5408,11928320448,0.0
5409,11928320445,0.0
5410,5750636096,3.0
5411,5750496256,3.0
5412,12073037643,3.0
5413,12073037635,3.0
5414,5748784570,3.0
5415,4437354749,3.0
5416,5738457146,3.0
5417,5738457145,3.0
5418,366460311,3.0
5419,5738457155,3.0
5420,2443957399,0.0
5421,2443957423,0.0
5422,2443957442,0.0
5423,2443957349,0.0
5424,2443957321,0.0
5425,11801430158,0.0
5426,8366119544,0.0
5427,8588817201,0.0
5428,5740099670,0.0
5429,5740099633,0.0
5430,8813636468,0.0
5431,2952826249,0.0
5432,366417254,0.0
5433,366399328,0.0
5434,366408446,0.0
5435,5778390412,1.0
5436,5778390410,1.0
5437,5778390397,1.0
5438,1958801574,1.0
5439,9339328159,1.0
5440,4592050197,0.0
5441,5758075896,0.0
5442,4624379926,0.0
5443,8347632281,0.0
5444,3246076436,0.0
5445,5764878542,1.0
5446,5764879267,1.0
5447,5764879269,1.0
5448,8348630052,3.0
5449,366403427,1.0
5450,5742600174,3.0
5451,11015512162,3.0
5452,5742600183,3.0
5453,5742600184,3.0
5454,5742600178,3.0
5455,5733571216,0.0
5456,6778378831,0.0
5457,6778378830,0.0
5458,6778378838,0.0
5459,5082918367,0.0
5460,2443961231,0.0
5461,2443961222,0.0
5462,2443961251,0.0
5463,7773962277,0.0
5464,4627037198,0.0
5465,366378771,0.0
5466,5755071359,0.0
5467,5755071360,0.0
5468,5755071356,0.0
5469,5755071358,0.0
5470,8349350207,0.0
5471,8349389966,0.0
5472,3275610361,0.0
5473,3275610378,0.0
5474,8349389936,0.0
5475,2445304319,2.0
5476,366393469,2.0
5477,5748826320,0.0
5478,366434465,2.0
5479,366455581,2.0
5480,366424420,0.0
5481,5778414445,0.0
5482,3388927354,0.0
5483,3388927499,0.0
5484,5778414438,0.0
5485,366459673,3.0
5486,8367463274,1.0
5487,5772192594,1.0
5488,2955347896,1.0
5489,8367463275,1.0
5490,5154367683,3.0
5491,5154367685,3.0
5492,5192828232,3.0
5493,5192827161,3.0
5494,5154367682,3.0
5495,5769395354,3.0
5496,5769395458,3.0
5497,5769395421,3.0
5498,5769395425,3.0
5499,5769395366,3.0
5500,7808870440,0.0
5501,5737815323,0.0
5502,7808870441,0.0
5503,5737815019,0.0
5504,7808870438,0.0
5505,8344787253,0.0
5506,5748520729,0.0
5507,3216188724,0.0
5508,8344800938,0.0
5509,5748520726,0.0
5510,5758161296,0.0
5511,8354120549,0.0
5512,11419904317,0.0
5513,11419904308,2.0
5514,5758161297,0.0
5515,2952826301,0.0
5516,5762775806,0.0
5517,5762775810,0.0
5518,8356393354,0.0
5519,3727389332,0.0
5520,366439778,2.0
5521,5772493677,2.0
5522,4938463435,2.0
5523,4938463466,2.0
5524,1958801789,2.0
5525,5735913059,0.0
5526,1833373321,2.0
5527,1833373315,2.0
5528,1833373289,2.0
5529,1833373356,2.0
5530,366451009,2.0
5531,3571566696,0.0
5532,3571540695,0.0
5533,3571566693,0.0
5534,5735568015,0.0
5535,5735604948,3.0
5536,2028465880,3.0
5537,2028465897,2.0
5538,2028465950,3.0
5539,1834117120,2.0
5540,366473882,1.0
5541,5778166554,1.0
5542,5778166557,1.0
5543,2947040976,1.0
5544,5778166580,2.0
5545,5742416366,3.0
5546,5742416367,3.0
5547,5742416368,3.0
5548,4897599305,3.0
5549,366429015,3.0
5550,3137388491,2.0
5551,3137388495,2.0
5552,5742675564,0.0
5553,11052087412,0.0
5554,5742675551,0.0
5555,5769390194,0.0
5556,5772228864,0.0
5557,5772228863,0.0
5558,5772228862,0.0
5559,5772228855,0.0
5560,5757469104,3.0
5561,5757469106,3.0
5562,5757469101,3.0
5563,5757469102,3.0
5564,5757469105,3.0
5565,5748270128,2.0
5566,3132377813,2.0
5567,5748270127,2.0
5568,8361082288,2.0
5569,5738009470,2.0
5570,5733195745,3.0
5571,5733195762,3.0
5572,5733195767,3.0
5573,8347727824,3.0
5574,5733195737,3.0
5575,1834409601,0.0
5576,1834409813,0.0
5577,1834409676,0.0
5578,1834409673,0.0
5579,1834409787,0.0
5580,1852796136,0.0
5581,3110640153,0.0
5582,3110640140,0.0
5583,3110640128,0.0
5584,3110640130,0.0
5585,1833101520,0.0
5586,1833101498,0.0
5587,1833101485,0.0
5588,1833101495,0.0
5589,1833101544,0.0
5590,5733113141,0.0
5591,2443949053,0.0
5592,5733113144,0.0
5593,5733113147,0.0
5594,5733113153,0.0
5595,4974340377,2.0
5596,4974339816,2.0
5597,11402923018,2.0
5598,5753041871,2.0
5599,5753041869,2.0
5600,5087698868,0.0
5601,5742943325,0.0
5602,5740165643,0.0
5603,5087680448,0.0
5604,5087680447,0.0
5605,3137388515,3.0
5606,3137388516,3.0
5607,3137388524,3.0
5608,3137388519,3.0
5609,8344823328,3.0
5610,3117088301,3.0
5611,5778117726,3.0
5612,5778117723,3.0
5613,3117088295,3.0
5614,3117088285,3.0
5615,366451012,3.0
5616,3541813572,1.0
5617,11155577961,3.0
5618,2947041243,3.0
5619,3541813571,1.0
5620,2456378406,3.0
5621,12082417318,3.0
5622,5737771494,3.0
5623,9662028470,3.0
5624,9662028471,3.0
5625,5742600155,3.0
5626,5742600153,3.0
5627,5742600318,3.0
5628,5742600320,3.0
5629,5742600321,3.0
5630,5769333742,0.0
5631,5769333928,0.0
5632,5769333927,0.0
5633,5769333942,0.0
5634,8366255183,0.0
5635,5767128873,0.0
5636,5767128875,0.0
5637,5767128972,0.0
5638,5767128908,0.0
5639,5767128909,0.0
5640,2635264327,0.0
5641,5735304796,0.0
5642,5735304779,0.0
5643,5735304798,0.0
5644,5735304799,0.0
5645,5752825384,0.0
5646,8370346798,0.0
5647,5752823288,0.0
5648,11811149823,0.0
5649,2952826326,0.0
5650,4598735247,0.0
5651,4592054663,0.0
5652,4592055150,0.0
5653,4602798925,0.0
5654,4592056870,0.0
5655,366386635,0.0
5656,6643337347,0.0
5657,6643337354,0.0
5658,7790896367,0.0
5659,7790902185,0.0
5660,3700941011,0.0
5661,10910338086,0.0
5662,11039876331,0.0
5663,4952656379,0.0
5664,3700941016,2.0
5665,5735953201,0.0
5666,7790608046,0.0
5667,7790489069,0.0
5668,5735953209,0.0
5669,5735953205,0.0
5670,2956123382,3.0
5671,5753513907,3.0
5672,2956123383,3.0
5673,2956123374,3.0
5674,5753513906,3.0
5675,9570699997,0.0
5676,4952626242,0.0
5677,4952626245,0.0
5678,6627522589,0.0
5679,4952626243,0.0
5680,366466800,3.0
5681,12082575210,2.0
5682,5748332752,2.0
5683,8348698017,3.0
5684,3110290656,3.0
5685,6855606296,0.0
5686,3700940984,0.0
5687,8359610555,0.0
5688,3283243935,0.0
5689,5735330406,0.0
5690,8361605693,2.0
5691,11522034141,2.0
5692,5748087221,2.0
5693,5748085820,2.0
5694,5748109821,2.0
5695,3647300417,3.0
5696,1834117114,2.0
5697,5614661186,2.0
5698,5614661188,2.0
5699,724232845,2.0
5700,5740296609,0.0
5701,8360662406,0.0
5702,5740297929,0.0
5703,366462436,0.0
5704,366386569,0.0
5705,5753225479,2.0
5706,5753377682,2.0
5707,5753377681,2.0
5708,4970196084,2.0
5709,5753225478,2.0
5710,3110290520,0.0
5711,3110290483,0.0
5712,3110290546,0.0
5713,3110290572,0.0
5714,11217098256,0.0
5715,12073255179,3.0
5716,8345940977,3.0
5717,5772511380,3.0
5718,5772511384,3.0
5719,5772511354,3.0
5720,8366121646,2.0
5721,3301972592,2.0
5722,8366119716,2.0
5723,8366078705,2.0
5724,8366078706,2.0
5725,5742410688,3.0
5726,366397954,3.0
5727,3641987810,3.0
5728,5467501942,3.0
5729,5742410693,3.0
5730,8360730268,3.0
5731,5733452802,3.0
5732,5733452801,3.0
5733,5733453056,3.0
5734,5733453059,3.0
5735,11393966968,0.0
5736,11393966965,0.0
5737,11393974473,0.0
5738,11393974472,0.0
5739,11393974476,0.0
5740,5778173051,1.0
5741,5778173052,1.0
5742,6956996787,1.0
5743,6956996786,1.0
5744,3342117447,1.0
5745,5762591654,3.0
5746,5758041307,3.0
5747,3216188872,3.0
5748,5758161293,0.0
5749,4030913971,0.0
5750,6789304772,3.0
5751,366387449,3.0
5752,6789304773,3.0
5753,366409519,3.0
5754,6789304775,3.0
5755,7738760424,0.0
5756,7738766040,0.0
5757,7738766034,0.0
5758,7738773591,0.0
5759,8359475002,0.0
5760,366413920,2.0
5761,8344865583,2.0
5762,8344865576,2.0
5763,11420337717,2.0
5764,8344854751,2.0
5765,2637020609,0.0
5766,2637020616,0.0
5767,2666554980,0.0
5768,2637020612,0.0
5769,2637020617,0.0
5770,5455910316,3.0
5771,2951381861,3.0
5772,9417468303,3.0
5773,9291853088,3.0
5774,5764977915,3.0
5775,10883435208,0.0
5776,10883435217,0.0
5777,11546894640,0.0
5778,10883433489,0.0
5779,10883435225,0.0
5780,5154367744,0.0
5781,366412116,0.0
5782,5154367745,0.0
5783,5154367739,0.0
5784,5772139728,0.0
5785,2335031797,0.0
5786,2635023020,0.0
5787,2335032912,0.0
5788,2635023012,0.0
5789,2635023023,0.0
5790,5767601157,3.0
5791,5767601158,3.0
5792,5767600946,3.0
5793,5767600947,3.0
5794,5767600876,3.0
5795,366403645,3.0
5796,8344811700,3.0
5797,8344811696,3.0
5798,5748797466,3.0
5799,5753222771,3.0
5800,5769895778,3.0
5801,8813678815,3.0
5802,5769867978,3.0
5803,3217666032,3.0
5804,5769867994,3.0
5805,5769742327,3.0
5806,5769745065,0.0
5807,5769745067,0.0
5808,5769742334,3.0
5809,5769745068,0.0
5810,10878649281,1.0
5811,12016056198,0.0
5812,714480565,1.0
5813,10672738445,0.0
5814,714480361,1.0
5815,5757721499,0.0
5816,5757721498,0.0
5817,5757727733,3.0
5818,5757800689,3.0
5819,5757800687,3.0
5820,8141066125,0.0
5821,8141128614,1.0
5822,11766394757,1.0
5823,11766394756,1.0
5824,4508136736,1.0
5825,5735965651,0.0
5826,5735965653,0.0
5827,8344593286,0.0
5828,8344593288,0.0
5829,1834410235,0.0
5830,7758168853,3.0
5831,5778320470,3.0
5832,5778320556,3.0
5833,5778320550,3.0
5834,7758168855,3.0
5835,5755066027,2.0
5836,5748465717,2.0
5837,5755065411,2.0
5838,366427295,2.0
5839,5748716198,2.0
5840,8370346801,3.0
5841,5762743744,3.0
5842,5762744180,3.0
5843,5762702954,3.0
5844,5762744182,3.0
5845,8359936376,2.0
5846,366369604,2.0
5847,8359906820,1.0
5848,5763285553,1.0
5849,2024973041,2.0
5850,5762723926,3.0
5851,8816969443,3.0
5852,7781578794,3.0
5853,7781578793,3.0
5854,5762724134,3.0
5855,11883392833,3.0
5856,5614661205,3.0
5857,7799636663,3.0
5858,5733109173,3.0
5859,7800375069,3.0
5860,366425367,2.0
5861,366399596,2.0
5862,366474242,2.0
5863,366398032,2.0
5864,366413814,2.0
5865,3706401493,2.0
5866,1833101303,0.0
5867,3706401492,2.0
5868,1833101259,2.0
5869,3706401497,0.0
5870,5737771196,0.0
5871,6660342197,0.0
5872,6660342196,0.0
5873,6660314081,0.0
5874,6660314080,0.0
5875,7940657391,0.0
5876,7940657389,0.0
5877,7940657402,0.0
5878,4886880289,0.0
5879,4886880290,0.0
5880,5738429831,1.0
5881,5735415581,1.0
5882,366398340,1.0
5883,366445306,1.0
5884,5735415580,1.0
5885,8366926978,2.0
5886,8366987901,2.0
5887,8366987907,2.0
5888,2275303155,0.0
5889,1834116871,2.0
5890,8347741054,2.0
5891,5748273041,2.0
5892,5743041099,2.0
5893,7774141466,2.0
5894,5743041432,2.0
5895,8348984222,0.0
5896,8348916493,0.0
5897,8348916491,0.0
5898,366475155,0.0
5899,8348741601,0.0
5900,6786293414,3.0
5901,5733195663,3.0
5902,12082417337,0.0
5903,12082417338,0.0
5904,5733195662,3.0
5905,5737891279,0.0
5906,10792176940,0.0
5907,12011619018,0.0
5908,9369014858,0.0
5909,5737891539,0.0
5910,5772276232,0.0
5911,5772493565,0.0
5912,5772493564,0.0
5913,5772276356,0.0
5914,5772276364,0.0
5915,4448603668,3.0
5916,4448603667,3.0
5917,3220271028,3.0
5918,3220270997,3.0
5919,3220270857,3.0
5920,5742699257,2.0
5921,8360286330,2.0
5922,5742699264,2.0
5923,8360283528,2.0
5924,5742699267,2.0
5925,10873335274,0.0
5926,5738478187,0.0
5927,3628303021,0.0
5928,10873335257,0.0
5929,12021847093,0.0
5930,3744097318,3.0
5931,5755426654,3.0
5932,3744097925,3.0
5933,3744097316,3.0
5934,8813738930,3.0
5935,5748471676,0.0
5936,5748520270,0.0
5937,5748471659,0.0
5938,11420123798,0.0
5939,5748520274,0.0
5940,3216188662,0.0
5941,5748850507,0.0
5942,8366535487,0.0
5943,3216188691,0.0
5944,5748850508,0.0
5945,4886880310,0.0
5946,7800364416,0.0
5947,5765040411,0.0
5948,5765040408,0.0
5949,5765040398,0.0
5950,2946995125,3.0
5951,5778252683,3.0
5952,5778252681,3.0
5953,2946995123,0.0
5954,2946995126,3.0
5955,5763376696,0.0
5956,11409657382,0.0
5957,5735273709,1.0
5958,2623155761,1.0
5959,3664057640,1.0
5960,3664057630,1.0
5961,5735273713,1.0
5962,4936959498,0.0
5963,3656167778,0.0
5964,2963992319,0.0
5965,4936959484,0.0
5966,2963992318,0.0
5967,1854295651,0.0
5968,5735458202,0.0
5969,5735458203,0.0
5970,1854295683,0.0
5971,1854295677,0.0
5972,6660228304,3.0
5973,8359626956,3.0
5974,7766853984,3.0
5975,5119239940,3.0
5976,9691874361,0.0
5977,3108021104,0.0
5978,3108021103,0.0
5979,5733194513,0.0
5980,5733194512,0.0
5981,3108021113,0.0
5982,12011491818,3.0
5983,3632301752,3.0
5984,2615886743,3.0
5985,4622836000,3.0
5986,10810744267,3.0
5987,3137388737,2.0
5988,1958801258,2.0
5989,3137388735,2.0
5990,5750511794,2.0
5991,3137388739,2.0
5992,3391050752,0.0
5993,7803313909,0.0
5994,7803313910,0.0
5995,3391050755,0.0
5996,3391057464,0.0
5997,12121477235,0.0
5998,12121477216,0.0
5999,12121430986,0.0
6000,12121430993,0.0
6001,12121477255,1.0
6002,7819017354,1.0
6003,366412070,1.0
6004,7819046265,1.0
6005,366445935,1.0
6006,366370183,1.0
6007,8345089057,3.0
6008,8345089056,3.0
6009,366442989,3.0
6010,5763302705,3.0
6011,366405836,3.0
6012,8360761535,3.0
6013,5733571132,3.0
6014,6770679642,3.0
6015,366457400,3.0
6016,7502971311,1.0
6017,10886672855,0.0
6018,11803858975,0.0
6019,10886672851,0.0
6020,10886672812,0.0
6021,10886672858,0.0
6022,5769474384,3.0
6023,5769474025,3.0
6024,5769474026,3.0
6025,11419967283,3.0
6026,5762874767,3.0
6027,4952269916,0.0
6028,4952269915,0.0
6029,4027298992,0.0
6030,4952269917,0.0
6031,4952269910,0.0
6032,8152553232,0.0
6033,11341401082,0.0
6034,11341401099,0.0
6035,8152547105,1.0
6036,6856309646,1.0
6037,714480472,1.0
6038,714480597,1.0
6039,714480649,1.0
6040,10672738458,1.0
6041,10792176919,0.0
6042,10792176916,0.0
6043,12011619011,0.0
6044,5737891551,0.0
6045,6477104995,0.0
6046,8347484823,0.0
6047,366398308,0.0
6048,5767184414,0.0
6049,5767184416,0.0
6050,5763233403,0.0
6051,5738575694,3.0
6052,5738575693,3.0
6053,12082422946,3.0
6054,12082422947,3.0
6055,5733453022,3.0
6056,5735574274,2.0
6057,4592566623,2.0
6058,6844798185,2.0
6059,6844737775,2.0
